A40926|BGC0000289.1|CAD91211.1|dbv16_A1|Dpg|A7
KF264565|Uncultured|AGS49963.1|_A1|Hpg|A4,0.543,0.536,0.558,0.573,0.58,0.58,0.588,0.55,0.528,0.628,0.628,0.58,0.612,0.565,0.565,0.558,0.565,0.604,0.573,0.565,0.588,0.588,0.612,0.514,0.473,0.5,0.536,0.536,0.507,0.459,0.5,0.5,0.5,0.466,0.466,0.453,0.486,0.415,0.44,0.466,0.403,0.415,0.466,0.466,0.397,0.514,0.415,0.493,0.493,0.493,0.453,0.434,0.44,0.453,0.421,0.421,0.17,0.191,0.182,0.178,0.141,0.137,0.145,0.145,0.157,0.157,0.11,0.141,0.153,0.145,0.174,0.087,0.141,0.11,0.11
Pekiskomycin|JX026280|AGF91755.1|pek20_A1|Hpg|A4,0.536,0.565,0.565,0.565,0.565,0.565,0.565,0.528,0.507,0.62,0.62,0.565,0.604,0.573,0.573,0.558,0.558,0.612,0.588,0.565,0.588,0.588,0.628,0.507,0.466,0.473,0.521,0.521,0.5,0.434,0.493,0.5,0.486,0.459,0.459,0.453,0.473,0.397,0.409,0.446,0.385,0.397,0.44,0.44,0.373,0.507,0.391,0.473,0.486,0.473,0.427,0.403,0.427,0.44,0.403,0.403,0.187,0.196,0.191,0.187,0.153,0.145,0.149,0.153,0.153,0.153,0.098,0.137,0.149,0.145,0.165,0.087,0.133,0.117,0.117,0.045
HM486075|Uncultured|ADU56090.1|_A1|Hpg|A4,0.55,0.573,0.58,0.62,0.612,0.612,0.612,0.565,0.565,0.662,0.662,0.596,0.62,0.588,0.588,0.558,0.588,0.628,0.604,0.58,0.58,0.58,0.596,0.486,0.466,0.459,0.493,0.493,0.479,0.434,0.479,0.479,0.473,0.453,0.453,0.446,0.466,0.397,0.421,0.434,0.385,0.385,0.427,0.427,0.379,0.514,0.397,0.473,0.479,0.466,0.397,0.421,0.421,0.453,0.403,0.403,0.174,0.178,0.161,0.157,0.129,0.133,0.141,0.145,0.133,0.133,0.091,0.121,0.106,0.113,0.137,0.117,0.121,0.08,0.08,0.091,0.095
EU874253|Uncultured|ACJ60990.1|teg7_A1|Hpg|A4,0.543,0.558,0.588,0.596,0.604,0.604,0.604,0.55,0.55,0.645,0.645,0.588,0.588,0.588,0.588,0.543,0.558,0.596,0.573,0.58,0.58,0.58,0.58,0.486,0.479,0.493,0.528,0.528,0.5,0.459,0.493,0.5,0.486,0.459,0.459,0.446,0.466,0.409,0.434,0.453,0.391,0.397,0.446,0.446,0.397,0.514,0.409,0.466,0.479,0.466,0.453,0.434,0.434,0.466,0.427,0.427,0.174,0.17,0.182,0.178,0.153,0.113,0.113,0.113,0.137,0.137,0.106,0.11,0.121,0.117,0.153,0.121,0.11,0.076,0.076,0.08,0.08,0.073
A47934|BGC0000290.1|AAM80537.1|_A2|Hpg|A5,0.565,0.604,0.573,0.565,0.573,0.565,0.558,0.55,0.536,0.58,0.58,0.596,0.612,0.573,0.573,0.558,0.558,0.596,0.573,0.596,0.543,0.543,0.573,0.628,0.58,0.612,0.612,0.612,0.636,0.507,0.588,0.612,0.628,0.473,0.473,0.493,0.514,0.446,0.507,0.55,0.493,0.521,0.514,0.514,0.507,0.58,0.536,0.662,0.662,0.653,0.55,0.58,0.604,0.573,0.528,0.528,0.473,0.507,0.486,0.493,0.493,0.507,0.521,0.507,0.5,0.5,0.446,0.514,0.466,0.5,0.486,0.486,0.521,0.493,0.493,0.493,0.466,0.459,0.466
A40926|BGC0000289.1|CAD91212.1|dbv17_A2|Hpg|A5,0.514,0.558,0.536,0.536,0.536,0.528,0.528,0.514,0.514,0.573,0.573,0.521,0.55,0.543,0.543,0.528,0.514,0.558,0.536,0.543,0.479,0.479,0.55,0.565,0.543,0.55,0.588,0.588,0.588,0.473,0.565,0.573,0.588,0.453,0.453,0.514,0.528,0.446,0.479,0.521,0.486,0.493,0.5,0.5,0.493,0.536,0.486,0.58,0.58,0.573,0.466,0.543,0.565,0.5,0.473,0.466,0.44,0.473,0.421,0.427,0.44,0.473,0.5,0.486,0.453,0.453,0.397,0.466,0.479,0.466,0.446,0.479,0.466,0.486,0.486,0.479,0.466,0.434,0.473,0.251
MUXN01000025|Amycolatopsis|OOC02447.1|_A2|Hpg|A4,0.543,0.543,0.565,0.565,0.573,0.565,0.536,0.536,0.528,0.573,0.573,0.521,0.565,0.543,0.543,0.528,0.514,0.558,0.536,0.565,0.55,0.55,0.565,0.604,0.55,0.58,0.62,0.62,0.58,0.493,0.588,0.596,0.62,0.453,0.453,0.453,0.486,0.434,0.486,0.521,0.466,0.479,0.521,0.521,0.5,0.628,0.536,0.62,0.636,0.628,0.536,0.58,0.636,0.604,0.55,0.55,0.434,0.473,0.453,0.459,0.427,0.459,0.493,0.479,0.44,0.44,0.409,0.453,0.453,0.427,0.415,0.44,0.459,0.466,0.466,0.473,0.459,0.44,0.466,0.317,0.227
ANMG01000033|ANMG01000033|EMD26452.1|_A2|Hpg|A5,0.543,0.543,0.565,0.565,0.573,0.565,0.536,0.536,0.528,0.573,0.573,0.521,0.565,0.543,0.543,0.528,0.514,0.558,0.536,0.565,0.55,0.55,0.565,0.604,0.55,0.58,0.62,0.62,0.58,0.493,0.588,0.596,0.62,0.453,0.453,0.453,0.486,0.434,0.486,0.521,0.466,0.479,0.521,0.521,0.5,0.628,0.536,0.62,0.636,0.628,0.536,0.58,0.636,0.604,0.55,0.55,0.434,0.473,0.453,0.459,0.427,0.459,0.493,0.479,0.44,0.44,0.409,0.453,0.453,0.427,0.415,0.44,0.459,0.466,0.466,0.473,0.459,0.44,0.466,0.317,0.227,0
EU874253|Uncultured|ACJ60990.1|teg7_A2|Hpg|A5,0.543,0.55,0.543,0.536,0.528,0.521,0.528,0.514,0.514,0.558,0.558,0.514,0.588,0.543,0.543,0.521,0.521,0.565,0.536,0.536,0.5,0.5,0.536,0.565,0.528,0.558,0.573,0.573,0.596,0.466,0.543,0.565,0.573,0.446,0.446,0.479,0.493,0.391,0.486,0.507,0.459,0.466,0.479,0.479,0.459,0.573,0.5,0.604,0.604,0.596,0.5,0.536,0.596,0.521,0.486,0.479,0.453,0.459,0.427,0.434,0.434,0.44,0.473,0.459,0.434,0.434,0.397,0.459,0.459,0.459,0.446,0.459,0.466,0.459,0.459,0.453,0.446,0.453,0.453,0.213,0.161,0.213,0.213
KC688274|Streptomyces|AGO98985.1|_A2|Hpg|A5,0.565,0.596,0.573,0.573,0.565,0.558,0.573,0.565,0.55,0.596,0.596,0.536,0.62,0.558,0.558,0.565,0.565,0.612,0.588,0.573,0.55,0.55,0.612,0.588,0.528,0.55,0.573,0.573,0.573,0.453,0.543,0.573,0.588,0.421,0.421,0.415,0.44,0.421,0.466,0.5,0.44,0.473,0.459,0.459,0.479,0.596,0.543,0.636,0.636,0.628,0.536,0.596,0.628,0.573,0.558,0.558,0.466,0.434,0.453,0.453,0.434,0.44,0.466,0.453,0.434,0.434,0.415,0.479,0.453,0.466,0.446,0.459,0.453,0.466,0.466,0.473,0.459,0.434,0.459,0.241,0.2,0.213,0.213,0.2
KF264565|Uncultured|AGS49963.1|_A2|Hpg|A5,0.58,0.55,0.565,0.565,0.573,0.565,0.558,0.528,0.514,0.55,0.55,0.55,0.596,0.528,0.528,0.528,0.536,0.58,0.55,0.521,0.565,0.565,0.58,0.573,0.521,0.536,0.58,0.58,0.588,0.453,0.528,0.558,0.573,0.421,0.421,0.446,0.459,0.397,0.466,0.5,0.427,0.446,0.44,0.44,0.473,0.58,0.514,0.628,0.628,0.62,0.521,0.573,0.612,0.558,0.543,0.543,0.397,0.44,0.421,0.427,0.409,0.421,0.453,0.434,0.421,0.421,0.391,0.434,0.44,0.427,0.427,0.44,0.446,0.44,0.44,0.44,0.427,0.434,0.421,0.251,0.191,0.187,0.187,0.17,0.11
Pekiskomycin|JX026280|AGF91755.1|pek20_A2|Hpg|A5,0.558,0.55,0.543,0.558,0.55,0.543,0.543,0.528,0.528,0.55,0.55,0.536,0.588,0.521,0.521,0.514,0.521,0.565,0.536,0.528,0.536,0.536,0.565,0.588,0.528,0.55,0.573,0.573,0.58,0.473,0.543,0.565,0.58,0.421,0.421,0.453,0.466,0.409,0.479,0.514,0.44,0.446,0.466,0.466,0.473,0.628,0.543,0.628,0.628,0.62,0.536,0.604,0.612,0.558,0.543,0.543,0.44,0.446,0.427,0.434,0.44,0.44,0.459,0.446,0.44,0.44,0.409,0.473,0.446,0.453,0.44,0.459,0.459,0.466,0.466,0.459,0.446,0.427,0.446,0.223,0.165,0.17,0.17,0.145,0.102,0.069
MQUQ01000006|Amycolatopsis|OLZ52457.1|_A2|Hpg|A4,0.55,0.565,0.528,0.528,0.521,0.514,0.514,0.521,0.521,0.58,0.58,0.507,0.596,0.55,0.55,0.536,0.536,0.573,0.55,0.573,0.528,0.528,0.596,0.604,0.58,0.62,0.62,0.62,0.604,0.466,0.588,0.604,0.612,0.453,0.453,0.466,0.473,0.421,0.528,0.558,0.466,0.507,0.493,0.493,0.507,0.62,0.528,0.645,0.645,0.636,0.528,0.573,0.628,0.543,0.528,0.521,0.486,0.459,0.446,0.453,0.466,0.44,0.493,0.479,0.446,0.446,0.44,0.479,0.466,0.459,0.453,0.493,0.479,0.5,0.5,0.493,0.486,0.479,0.5,0.241,0.174,0.178,0.178,0.153,0.161,0.161,0.137
LOBU02000007|Amycolatopsis|OKA09424.1|_A2|Hpg|A5,0.543,0.558,0.565,0.55,0.558,0.55,0.565,0.528,0.536,0.588,0.588,0.528,0.58,0.558,0.558,0.514,0.521,0.573,0.536,0.58,0.573,0.573,0.596,0.58,0.558,0.588,0.604,0.604,0.573,0.446,0.58,0.58,0.604,0.421,0.421,0.466,0.479,0.427,0.507,0.573,0.479,0.493,0.514,0.514,0.514,0.628,0.536,0.62,0.62,0.612,0.55,0.565,0.62,0.565,0.536,0.528,0.459,0.493,0.421,0.427,0.434,0.415,0.466,0.453,0.421,0.421,0.403,0.446,0.459,0.453,0.453,0.459,0.473,0.466,0.466,0.473,0.466,0.44,0.473,0.312,0.2,0.145,0.145,0.2,0.223,0.187,0.17,0.157
AOHO01000074|Amycolatopsis|EME52989.1|_A2|Hpg|A5,0.543,0.573,0.55,0.536,0.536,0.528,0.565,0.528,0.543,0.588,0.588,0.521,0.588,0.573,0.573,0.536,0.55,0.596,0.58,0.588,0.543,0.543,0.588,0.558,0.536,0.604,0.565,0.565,0.536,0.44,0.528,0.543,0.558,0.434,0.434,0.453,0.473,0.409,0.479,0.543,0.453,0.479,0.514,0.514,0.466,0.628,0.543,0.612,0.612,0.604,0.55,0.573,0.628,0.565,0.536,0.528,0.493,0.486,0.453,0.459,0.459,0.453,0.5,0.486,0.453,0.453,0.44,0.5,0.486,0.479,0.466,0.5,0.507,0.521,0.521,0.514,0.5,0.459,0.521,0.281,0.204,0.157,0.157,0.2,0.2,0.196,0.157,0.149,0.091
Vancomycin|BGC0000455.1|AEI58866.1|vcm3_A2|Hpg|A5,0.528,0.55,0.543,0.514,0.521,0.514,0.536,0.5,0.507,0.565,0.565,0.507,0.573,0.55,0.55,0.514,0.528,0.58,0.558,0.558,0.521,0.521,0.565,0.558,0.543,0.588,0.565,0.565,0.536,0.434,0.536,0.55,0.573,0.434,0.434,0.44,0.466,0.403,0.479,0.536,0.44,0.479,0.493,0.493,0.466,0.62,0.514,0.596,0.596,0.588,0.521,0.55,0.612,0.528,0.5,0.493,0.434,0.466,0.403,0.409,0.403,0.415,0.466,0.453,0.403,0.403,0.397,0.44,0.446,0.434,0.427,0.453,0.466,0.466,0.466,0.459,0.446,0.427,0.466,0.271,0.204,0.149,0.149,0.191,0.2,0.174,0.161,0.149,0.084,0.045
HM486075|Uncultured|ADU56090.1|_A2|Hpg|A5,0.55,0.573,0.558,0.558,0.558,0.55,0.558,0.528,0.543,0.596,0.596,0.55,0.58,0.565,0.565,0.558,0.55,0.596,0.558,0.573,0.536,0.536,0.558,0.573,0.565,0.588,0.596,0.596,0.596,0.473,0.558,0.573,0.588,0.415,0.415,0.466,0.486,0.434,0.473,0.5,0.446,0.486,0.466,0.466,0.486,0.58,0.486,0.58,0.58,0.573,0.528,0.55,0.588,0.543,0.528,0.521,0.459,0.473,0.421,0.427,0.427,0.446,0.493,0.479,0.434,0.434,0.415,0.486,0.459,0.459,0.434,0.466,0.466,0.486,0.486,0.486,0.466,0.446,0.479,0.237,0.157,0.187,0.187,0.149,0.187,0.178,0.137,0.157,0.17,0.153,0.161
AJ223999|AJ223999|CAA11795.1|_A2|Hpg|A5,0.543,0.543,0.55,0.536,0.543,0.536,0.55,0.528,0.514,0.543,0.543,0.528,0.596,0.528,0.528,0.528,0.528,0.565,0.536,0.55,0.536,0.536,0.565,0.596,0.58,0.612,0.62,0.62,0.636,0.5,0.573,0.588,0.612,0.459,0.459,0.479,0.493,0.44,0.528,0.543,0.479,0.507,0.514,0.514,0.528,0.62,0.543,0.588,0.596,0.588,0.521,0.588,0.628,0.565,0.528,0.528,0.453,0.493,0.44,0.446,0.44,0.473,0.507,0.493,0.446,0.446,0.427,0.473,0.473,0.466,0.466,0.479,0.466,0.473,0.473,0.479,0.466,0.466,0.479,0.246,0.153,0.153,0.153,0.125,0.187,0.141,0.113,0.129,0.137,0.137,0.133,0.106
Chloroeremomycin|BGC0000322.1|CAA11795.1|_A2|Hpg|A5,0.543,0.543,0.55,0.536,0.543,0.536,0.55,0.528,0.514,0.543,0.543,0.528,0.596,0.528,0.528,0.528,0.528,0.565,0.536,0.55,0.536,0.536,0.565,0.596,0.58,0.612,0.62,0.62,0.636,0.5,0.573,0.588,0.612,0.459,0.459,0.479,0.493,0.44,0.528,0.543,0.479,0.507,0.514,0.514,0.528,0.62,0.543,0.588,0.596,0.588,0.521,0.588,0.628,0.565,0.528,0.528,0.453,0.493,0.44,0.446,0.44,0.473,0.507,0.493,0.446,0.446,0.427,0.473,0.473,0.466,0.466,0.479,0.466,0.473,0.473,0.479,0.466,0.466,0.479,0.246,0.153,0.153,0.153,0.125,0.187,0.141,0.113,0.129,0.137,0.137,0.133,0.106,0
Balhimycin|BGC0000311.1|CAC48361.1|bpsB_A2|Hpg|A5,0.536,0.543,0.536,0.543,0.536,0.528,0.543,0.514,0.514,0.558,0.558,0.528,0.58,0.536,0.536,0.521,0.514,0.558,0.521,0.565,0.528,0.528,0.573,0.628,0.58,0.596,0.62,0.62,0.612,0.5,0.62,0.612,0.636,0.415,0.415,0.473,0.5,0.434,0.528,0.514,0.473,0.5,0.514,0.514,0.521,0.596,0.507,0.612,0.612,0.604,0.543,0.573,0.604,0.558,0.536,0.528,0.453,0.479,0.44,0.446,0.446,0.466,0.507,0.493,0.446,0.446,0.434,0.473,0.473,0.446,0.446,0.459,0.473,0.486,0.486,0.479,0.479,0.473,0.493,0.271,0.17,0.137,0.137,0.153,0.209,0.165,0.137,0.133,0.145,0.153,0.149,0.113,0.091,0.091
MQUP01000022|Amycolatopsis|OLZ50885.1|_A2|Hpg|A4,0.543,0.573,0.565,0.565,0.573,0.565,0.55,0.528,0.536,0.573,0.573,0.528,0.604,0.543,0.543,0.528,0.528,0.573,0.55,0.596,0.58,0.58,0.604,0.528,0.528,0.55,0.558,0.558,0.536,0.403,0.536,0.528,0.565,0.379,0.379,0.415,0.44,0.379,0.473,0.486,0.427,0.459,0.44,0.44,0.466,0.58,0.5,0.604,0.596,0.588,0.507,0.558,0.612,0.558,0.528,0.521,0.493,0.453,0.453,0.459,0.466,0.459,0.5,0.486,0.493,0.493,0.44,0.473,0.459,0.453,0.446,0.453,0.486,0.493,0.493,0.5,0.473,0.466,0.493,0.281,0.223,0.182,0.182,0.227,0.182,0.165,0.17,0.161,0.178,0.157,0.153,0.178,0.174,0.174,0.191
LIWC01000005|Amycolatopsis|OKJ93018.1|_A2|Hpg|A3,0.5,0.486,0.5,0.507,0.521,0.514,0.479,0.459,0.466,0.514,0.514,0.446,0.521,0.479,0.479,0.453,0.459,0.507,0.486,0.479,0.493,0.493,0.521,0.573,0.543,0.588,0.573,0.573,0.558,0.434,0.565,0.565,0.588,0.409,0.409,0.434,0.434,0.397,0.466,0.507,0.434,0.466,0.473,0.473,0.466,0.612,0.514,0.604,0.604,0.596,0.558,0.58,0.636,0.565,0.514,0.507,0.466,0.479,0.434,0.44,0.44,0.453,0.493,0.479,0.466,0.466,0.409,0.453,0.486,0.453,0.446,0.486,0.466,0.473,0.473,0.486,0.473,0.459,0.479,0.322,0.204,0.178,0.178,0.227,0.213,0.196,0.17,0.141,0.165,0.149,0.129,0.196,0.17,0.17,0.178,0.141
Ristomycin|BGC0000419.1|AIG79241.1|_A2|Hpg|A5,0.5,0.486,0.5,0.507,0.521,0.514,0.479,0.459,0.466,0.514,0.514,0.446,0.521,0.479,0.479,0.453,0.459,0.507,0.486,0.479,0.493,0.493,0.521,0.573,0.543,0.588,0.573,0.573,0.558,0.434,0.565,0.565,0.588,0.409,0.409,0.434,0.434,0.397,0.466,0.507,0.434,0.466,0.473,0.473,0.466,0.612,0.514,0.604,0.604,0.596,0.558,0.58,0.636,0.565,0.514,0.507,0.466,0.479,0.434,0.44,0.44,0.453,0.493,0.479,0.466,0.466,0.409,0.453,0.486,0.453,0.446,0.486,0.466,0.473,0.473,0.486,0.473,0.459,0.479,0.322,0.204,0.178,0.178,0.227,0.213,0.196,0.17,0.141,0.165,0.149,0.129,0.196,0.17,0.17,0.178,0.141,0
Ristocetin|BGC0000418.1|AIE77059.1|_A2|Hpg|A5,0.528,0.543,0.536,0.55,0.565,0.558,0.514,0.5,0.5,0.565,0.565,0.486,0.58,0.543,0.543,0.514,0.514,0.565,0.536,0.55,0.565,0.565,0.604,0.588,0.558,0.596,0.58,0.58,0.573,0.44,0.596,0.596,0.628,0.427,0.427,0.427,0.434,0.415,0.479,0.521,0.453,0.473,0.507,0.507,0.493,0.653,0.528,0.604,0.62,0.612,0.573,0.58,0.636,0.612,0.58,0.573,0.473,0.473,0.453,0.459,0.459,0.459,0.507,0.493,0.479,0.479,0.421,0.479,0.5,0.473,0.466,0.493,0.453,0.493,0.493,0.486,0.466,0.479,0.479,0.317,0.204,0.187,0.187,0.237,0.218,0.204,0.178,0.174,0.187,0.174,0.157,0.2,0.165,0.165,0.187,0.149,0.069,0.069
AJ632270|Actinoplanes|CAG15011.1|teiC_A2|Hpg|A5,0.5,0.514,0.507,0.514,0.507,0.5,0.5,0.486,0.486,0.543,0.543,0.493,0.514,0.5,0.5,0.5,0.486,0.514,0.493,0.493,0.446,0.446,0.507,0.514,0.493,0.528,0.536,0.536,0.543,0.403,0.521,0.536,0.558,0.403,0.403,0.446,0.473,0.379,0.415,0.44,0.409,0.421,0.409,0.409,0.44,0.565,0.466,0.573,0.58,0.573,0.479,0.514,0.573,0.514,0.479,0.473,0.421,0.434,0.379,0.385,0.397,0.44,0.453,0.44,0.459,0.459,0.397,0.427,0.427,0.415,0.397,0.427,0.427,0.427,0.427,0.44,0.427,0.409,0.44,0.251,0.196,0.223,0.223,0.178,0.241,0.218,0.213,0.191,0.237,0.218,0.204,0.191,0.187,0.187,0.204,0.204,0.204,0.204,0.232
Teicoplanin|BGC0000440.1|CAE53352.1|tcp11_A2|Hpg|A5,0.5,0.514,0.507,0.514,0.507,0.5,0.5,0.486,0.486,0.543,0.543,0.493,0.514,0.5,0.5,0.5,0.486,0.514,0.493,0.493,0.446,0.446,0.507,0.514,0.493,0.528,0.536,0.536,0.543,0.403,0.521,0.536,0.558,0.403,0.403,0.446,0.473,0.379,0.415,0.44,0.409,0.421,0.409,0.409,0.44,0.565,0.466,0.573,0.58,0.573,0.479,0.514,0.573,0.514,0.479,0.473,0.421,0.434,0.379,0.385,0.397,0.44,0.453,0.44,0.459,0.459,0.397,0.427,0.427,0.415,0.397,0.427,0.427,0.427,0.427,0.44,0.427,0.409,0.44,0.251,0.196,0.223,0.223,0.178,0.241,0.218,0.213,0.191,0.237,0.218,0.204,0.191,0.187,0.187,0.204,0.204,0.204,0.204,0.232,0
UK-68597|BGC0001178.1|AGS77309.1|_A2|Hpg|A5,0.573,0.565,0.558,0.573,0.565,0.558,0.565,0.558,0.558,0.62,0.62,0.58,0.604,0.573,0.573,0.588,0.565,0.612,0.58,0.573,0.507,0.507,0.543,0.62,0.565,0.604,0.62,0.62,0.62,0.5,0.604,0.612,0.62,0.493,0.493,0.528,0.565,0.459,0.507,0.55,0.486,0.514,0.514,0.514,0.514,0.588,0.514,0.612,0.62,0.612,0.507,0.558,0.596,0.573,0.55,0.543,0.473,0.507,0.466,0.473,0.473,0.493,0.528,0.514,0.486,0.486,0.453,0.528,0.493,0.479,0.466,0.514,0.536,0.521,0.521,0.507,0.5,0.459,0.514,0.218,0.2,0.256,0.256,0.182,0.227,0.209,0.196,0.218,0.281,0.251,0.246,0.196,0.204,0.204,0.213,0.251,0.286,0.286,0.281,0.178,0.178
AF386507|AF386507|AAK81827.1|_A1|Hpg|A7,0.479,0.514,0.493,0.521,0.536,0.536,0.514,0.493,0.493,0.543,0.543,0.473,0.543,0.521,0.521,0.521,0.479,0.536,0.507,0.5,0.473,0.473,0.521,0.507,0.453,0.466,0.521,0.521,0.5,0.397,0.528,0.543,0.536,0.379,0.379,0.409,0.466,0.397,0.367,0.403,0.403,0.385,0.415,0.415,0.421,0.493,0.44,0.536,0.543,0.536,0.466,0.466,0.479,0.473,0.453,0.453,0.379,0.397,0.385,0.391,0.397,0.415,0.421,0.409,0.367,0.367,0.391,0.403,0.421,0.403,0.409,0.379,0.421,0.415,0.415,0.409,0.421,0.403,0.415,0.486,0.403,0.446,0.446,0.434,0.434,0.446,0.44,0.446,0.446,0.459,0.446,0.459,0.479,0.479,0.44,0.434,0.421,0.421,0.427,0.409,0.409,0.473
Complestatin|BGC0000326.1|AAK81827.1|_A1|Hpg|A7,0.479,0.514,0.493,0.521,0.536,0.536,0.514,0.493,0.493,0.543,0.543,0.473,0.543,0.521,0.521,0.521,0.479,0.536,0.507,0.5,0.473,0.473,0.521,0.507,0.453,0.466,0.521,0.521,0.5,0.397,0.528,0.543,0.536,0.379,0.379,0.409,0.466,0.397,0.367,0.403,0.403,0.385,0.415,0.415,0.421,0.493,0.44,0.536,0.543,0.536,0.466,0.466,0.479,0.473,0.453,0.453,0.379,0.397,0.385,0.391,0.397,0.415,0.421,0.409,0.367,0.367,0.391,0.403,0.421,0.403,0.409,0.379,0.421,0.415,0.415,0.409,0.421,0.403,0.415,0.486,0.403,0.446,0.446,0.434,0.434,0.446,0.44,0.446,0.446,0.459,0.446,0.459,0.479,0.479,0.44,0.434,0.421,0.421,0.427,0.409,0.409,0.473,0
AF386507|AF386507|AAK81826.1|_A1|Hpg|A4,0.528,0.543,0.514,0.514,0.528,0.528,0.573,0.543,0.55,0.55,0.55,0.536,0.55,0.543,0.543,0.5,0.507,0.521,0.5,0.521,0.479,0.479,0.55,0.588,0.543,0.565,0.55,0.55,0.55,0.459,0.528,0.55,0.573,0.459,0.459,0.473,0.5,0.409,0.44,0.453,0.434,0.459,0.44,0.44,0.473,0.645,0.55,0.662,0.645,0.636,0.573,0.565,0.588,0.573,0.565,0.558,0.459,0.466,0.459,0.459,0.453,0.493,0.507,0.507,0.427,0.427,0.446,0.479,0.466,0.479,0.473,0.473,0.473,0.466,0.466,0.473,0.479,0.446,0.473,0.55,0.459,0.5,0.5,0.446,0.473,0.453,0.466,0.473,0.5,0.507,0.493,0.5,0.5,0.5,0.486,0.466,0.479,0.479,0.507,0.446,0.446,0.514,0.379,0.379
Complestatin|BGC0000326.1|AAK81826.1|_A1|Hpg|A4,0.528,0.543,0.514,0.514,0.528,0.528,0.573,0.543,0.55,0.55,0.55,0.536,0.55,0.543,0.543,0.5,0.507,0.521,0.5,0.521,0.479,0.479,0.55,0.588,0.543,0.565,0.55,0.55,0.55,0.459,0.528,0.55,0.573,0.459,0.459,0.473,0.5,0.409,0.44,0.453,0.434,0.459,0.44,0.44,0.473,0.645,0.55,0.662,0.645,0.636,0.573,0.565,0.588,0.573,0.565,0.558,0.459,0.466,0.459,0.459,0.453,0.493,0.507,0.507,0.427,0.427,0.446,0.479,0.466,0.479,0.473,0.473,0.473,0.466,0.466,0.473,0.479,0.446,0.473,0.55,0.459,0.5,0.5,0.446,0.473,0.453,0.466,0.473,0.5,0.507,0.493,0.5,0.5,0.5,0.486,0.466,0.479,0.479,0.507,0.446,0.446,0.514,0.379,0.379,0
AF386507|AF386507|AAK81825.1|_A1|Hpg|A3,0.596,0.612,0.612,0.596,0.612,0.612,0.596,0.588,0.604,0.636,0.636,0.558,0.588,0.588,0.588,0.573,0.565,0.596,0.565,0.558,0.558,0.558,0.596,0.565,0.521,0.528,0.558,0.558,0.565,0.466,0.604,0.612,0.636,0.514,0.514,0.473,0.528,0.466,0.453,0.493,0.44,0.459,0.486,0.486,0.507,0.58,0.493,0.596,0.588,0.58,0.528,0.521,0.536,0.521,0.521,0.514,0.453,0.427,0.459,0.459,0.434,0.453,0.453,0.453,0.446,0.446,0.421,0.459,0.486,0.44,0.434,0.459,0.434,0.44,0.44,0.466,0.459,0.44,0.466,0.596,0.479,0.514,0.514,0.5,0.507,0.514,0.521,0.521,0.514,0.543,0.507,0.528,0.528,0.528,0.514,0.528,0.5,0.5,0.5,0.466,0.466,0.528,0.367,0.367,0.261,0.261
Complestatin|BGC0000326.1|AAK81825.1|_A1|Hpg|A3,0.596,0.612,0.612,0.596,0.612,0.612,0.596,0.588,0.604,0.636,0.636,0.558,0.588,0.588,0.588,0.573,0.565,0.596,0.565,0.558,0.558,0.558,0.596,0.565,0.521,0.528,0.558,0.558,0.565,0.466,0.604,0.612,0.636,0.514,0.514,0.473,0.528,0.466,0.453,0.493,0.44,0.459,0.486,0.486,0.507,0.58,0.493,0.596,0.588,0.58,0.528,0.521,0.536,0.521,0.521,0.514,0.453,0.427,0.459,0.459,0.434,0.453,0.453,0.453,0.446,0.446,0.421,0.459,0.486,0.44,0.434,0.459,0.434,0.44,0.44,0.466,0.459,0.44,0.466,0.596,0.479,0.514,0.514,0.5,0.507,0.514,0.521,0.521,0.514,0.543,0.507,0.528,0.528,0.528,0.514,0.528,0.5,0.5,0.5,0.466,0.466,0.528,0.367,0.367,0.261,0.261,0
AF386507|AF386507|AAK81824.1|_A1|Hpg|A1,0.543,0.536,0.507,0.507,0.528,0.528,0.521,0.479,0.5,0.543,0.543,0.473,0.565,0.536,0.536,0.521,0.521,0.558,0.543,0.536,0.479,0.479,0.536,0.514,0.5,0.528,0.486,0.486,0.543,0.415,0.558,0.565,0.565,0.459,0.459,0.434,0.466,0.403,0.446,0.446,0.421,0.434,0.446,0.446,0.453,0.543,0.493,0.55,0.543,0.536,0.5,0.5,0.507,0.528,0.514,0.507,0.434,0.421,0.421,0.427,0.421,0.466,0.466,0.466,0.421,0.421,0.403,0.44,0.453,0.44,0.427,0.459,0.446,0.446,0.446,0.459,0.446,0.446,0.459,0.573,0.486,0.55,0.55,0.493,0.528,0.514,0.528,0.528,0.521,0.528,0.5,0.521,0.521,0.521,0.521,0.5,0.493,0.493,0.493,0.466,0.466,0.528,0.385,0.385,0.281,0.281,0.209,0.209
